address,eth_volume,stablecoins_volume,num_of_txs
0xa679084bcbdd533c6bd219885ad096f7042ceda3,9.346395461785683,12125.0,393

0x6dfff150bd18d8a99ab3cdcba88c15d73416d77a,15.331173749365604,40931.0,336

0x4a8a3012787a75f73a0aa59163f7d593725d1636,23.66391452705125,6994.0,352

0xd70a0b9e5f1717d2bb09a4aacea03fe4630133e9,13.122447956872811,32705.0,346

0x02b04fd27fb898e6face6df1888f72906b5ba11c,61.60493390718519,29517.0,943

0x7ac012e5b5588bcafec017d031622120c37b1115,0.07341588865542167,30.0,17

0x40de3299bd8a10d8ac3f32c1a55de40640cf9b75,3.77224535265204,1.0,39

0x1f381b4398d339152655454eaf4b772eb56db38a,2.4197822458073217,9782.0,75

0x20414d54bcce87ff857caa49e8a0461e82e2d551,0.24807956363426248,0.0,42

0x556bd511ad0ec23eeb77df1507685af26ba37af1,0.844769369900023,0,14

0xdf87111bab12012d91dd460f81ccdc450d733c19,0.5906563305938591,0,24

0x0fbdb513423b0418292939b818761e7f129c4ea8,0.3038222837552337,0.0,64

0x1bf2b28da9dffbc43c4b629f60c5ae2519bdbd89,8.736823063537408,117198.0,346

0xb2fe752658b69bb6121cc20fc44453cb64a41c84,95.05932494412305,40035.0,224

0xdc9c5e34959ec3643af1e1d34a83d6b251aab1ef,16.103545170862535,41664.0,729

0x4bce3cec9ffebdc48b90cccbe3f568b5b03f31c2,1.531652009355898,0.0,76

0x6c5fe0c4f7443691397e744806684486040c00a4,210.62255628948287,108779.0,1948

0xb4b15741a2152d1c8135bd947996b613a8cb584b,8.841515674120922,34269.0,224

0x02482219a0d939dd6e224dcfa0cd7dc45c1296e3,738.6886838733162,562870.0,1279

0xcc3d7f9fe6946979215a901bba385a88fdabbbf4,1.4683147332306892,3001.0,124

0x68024d7f576b8c67f68cc23cd261c7725d37b598,302.6030442250002,576326.0,1361

0x649ebf0fe670c229b2b1666e692f1a7aceff4880,0.30932875190163506,358979.0,16

0x612e9cd74668cf5eb3629238f025d3107ed01662,739.167783499146,196915.0,2638

0xa2a3d9a8e4d73262094868f61bfff1ea92be9e52,9.098797737374092,4286.0,253

0xf4ebe10e26d38af38afe1d28ff019879ff9ff8e1,32.85650082755461,292.0,233

0x7d650af0b7b199e5b574a5f264c5711f6bfdb4b6,0.02339,109.0,19

0x8d934132f7275057845d0278baa34e3eab519867,227.97968328574686,0.0,832

0xa61416d47385852c65e584e107b21f0d88dbcabb,970.836830843645,90514.0,1748

0xb662f7ba284f233a7faee89188be0895b6f5dc5c,0.06220874670636989,40.0,23

0xd037f1b9ce41479bef852c608943fa4fc0ce6768,0.041148349627792076,0,7

0x9b9d813768a507003c5dde12fef9f065d58dfa1f,0.6041701574412919,11.0,58

0xce5e72edc17bf274acf5f6c212a2e84a63a9e246,1.816827,0.0,15

0x2240975ce576b44759dd01cddf131dd6893f6ac7,7.823799740526007,4573.0,20

0x8bfcf8cb383149d4ef37e7a609cec195cdcbe099,0.18944499444646626,0.0,35

0x7bc1d6e8150d4c96917901c26c922dd64654b3c3,90.18441711940613,74373.0,1155

0xa2fc64900dc0591e2bc8d8dcca8f758115bab519,20.872863714405813,82558.0,238

0xf1652b4b7701afe8b0a1c741dd3ccb09cb23c376,0.15703375851,0,7

0xeb263241eb948cc0eb53a58bf743289d074f474f,1.0016224095428639,0.0,40

0x29a366ed15ef70d08ba40da031d6eda9055c09c8,219.92986,712402.0,44

0x7f6ca49d1e50671a586a76bb082dd6b3f73fef17,60.68711316334581,1028.0,358

0xfd9d6ee16c1a8bddb8cc54e46663de6c41c24120,1.3219254572263668,228.0,35

0xffc02aee7b4b21e17f378a6ae4283a665ca2bf42,0.4473385859703042,60.0,98

0x9eb13d22ac084472a43746bb11f5ab71c3777777,1.3366499348339103,627.0,29

0x96cfc952e0a0630807db61dfa16622380289dabf,6554.854271626958,10653389.0,1271

0x60d90a2fd9afcf1eda3ecad19adfd8332dc0198d,33.494142421055784,206477.0,997

0x972057e550dc6769355214b2f27a1e4037c368ca,1.3389278884647033,107.0,35

0xF27696C8BCa7D54D696189085Ae1283f59342fA6,24.001501158908738,936.0,10138

0x2ce0df15995d3e5d8d82afa935af7fc72b64a8de,1.0398766080329462,33.0,36

0x86d7933192b1faccb62db1e893dfe25d1e2104a7,0.14047972206941464,1.0,32

0x4806e24f56880798e99d5aed972fe3ebe1a3a565,0.05770113729130009,40.0,18

0xae1d522660b44b96ecf84a9c5b343cc8d4ebfa56,1.1299657510564443,54.0,72

0x89f5ed31b53e891d5385620f4c8b0d721a813b34,0.5823227768163469,76.0,39

0x06a6cd08ec265e5eafbe8a7edceb119792eb3870,35369.44543130664,163902.0,6014

0xeb21cb451a9ce0b9ea5ed616002abd8f5ad41860,0.049241099999999996,0,2

0x424b3c5aabf88ce68accac2081c1c8255c7a78d5,3.3084925000000003,0.0,53

0xf455b9ea6be98238dbba9de4d7a11b3fad765d10,17.775267383860925,506.0,121

0x4e819ba296d7e48572adc42148ccc09bc029b4c9,4.151070146320584,23724.0,131

0xd47fb4cec876afc4bbdda6965c006a30a4bb447f,16.846933476595485,81407.0,519

0x529408a6962bae6ca5328874d633738116b89b05,13.157969803641144,36241.0,748

0x6e54595363b20a0296b1c3b430fcb4c822d00c20,2.8013163891234245,10000.0,15

0xbef74a7babede6ca5acd3e23266cb769da049213,88.00929283786347,27946.0,591

0x6b535ad9c7eec47c6150c88e9ca70c69ba4d2f60,5.820275057566896,47762.0,96

0xb4da2ab44e2f418f3d5027e602e409ad9113c6bf,6.773957261719893,415.0,288

0x1c139649763b154b18a3407dbbc7c29c63f8e0e6,3.146137663666967,935.0,63

0x281fe69a496fba401d85aa1374d7e401660bb674,48.38265670995889,8382.0,329

0xa9a88335fa6eb107335b22699e5ea3cdcf997931,0.5195465,1252.0,14

0x8d61c148a41f67d3b4d19e1532b464121ef865c9,256.0992619821217,133866.0,1818

0xee73fa9da41855df46847bb692031c9c3c554e9d,0.5066848599999999,363.0,133

0xff6a07dce07dfbdf408ca81368484b789046eca0,0.04643282366682158,20.0,23

0x38cb20c05248a190373e3db0e4dca9caf9d198c8,5.364022837099545,7393.0,326

0xed80d5a03e833d05bf190e116f22e5e447b8e39a,0.7862531470202039,104.0,92

0x1df28f857b4f32353f57623ae66967ed115eaf1b,0.6688269684579929,8120.0,23

0x4367cc270d68925d9ba89cae2a9c2877f3acd69c,6.4542931263147105,37927.0,160

0xd90349f8db69ed025a8e93bb243b7d3d7bb8ebcc,0.3000637,62.0,9

0x6c19f5d1e8cae3dc31e5b6838aae33fb9d2a242e,9.688427920464168,25.0,1209

0x09635f1a9e74772789978b012f132ec97983963e,182.9687795349735,98547.0,419

0x0e564db8e5ce9ce7890715d6c083bc9fde7c2c09,0.28389425,31.0,9

0xd7da5b795f1e530a8904e62cd5b9db941f5c80b3,0.019905136398701548,32.0,19

0x8d592f2e22019a0651e76b2f0fc6c57102780beb,1.2467960368202737,173.0,115

0xe7411cf93d418dcf41820860c17d69aafbed6c14,0.2158478134467705,0,5

0x3c5daca17ac7fb16282b5e9c2d40b833b03cd697,0.049293858762025314,39.0,15

0x57a36e40a540fb1744cc30d47d2c7e5888110c5d,1022.4853023121808,314050.0,4131

0xdf5c8f9459ef9965fa55dc2cb2c2c136b01b3986,1.1713657,2005.0,19

0xef989ef6873e06c3fd71c9e7c913a7512b824ec4,1594.9710407169214,1144125.0,2145

0xfbab7d1a5c77dfbde04d5649d46e183906635ed4,6.284610424174395,18006.0,56

0x8fe90e1618b97f30e043107ace36af91acd1a1a3,25.298473580408242,1064.0,1561

0x58811b51d529b11a2532361cd1464754bdd5ba5f,2.1146167136828553,7762.0,129

0x6a8aadc4712aca8b08f3f6d7142934a276ba4e69,0.3816794840756245,80.0,64

0xccdf38c783794007e5e6255e0de1a399cfc1022f,0.06588518154331763,40.0,25

0x1a97933f5ff25bc7849cef61addb20d598c5613c,1.73854917066399,22606.0,108

0xe10ea7dee2ad5eebb0429f33494c830fd811e011,7.904107653365479,14704.0,270

0x642f335dc61b0323f95906425ac6821695e86c90,0.02006,0.0,21

0x7414486b0512a9a540285530e9b7a63f970e8575,244.89761524348148,10414.0,615

0x2a36da8011bf5b564d686097fcd9843aa1424013,0.3770222,217.0,15

0xa634f9104a735a8dbbe3b3c183a37482c604a3a2,17.635296690946987,107458.0,401

0x3af15cb9c100d67e0289190743bbf2408d63ca3e,9.026556635445766,0.0,108

0x1e254228823bd05a3ea4a8a97819063a1ccca09a,0.15566536549218032,0,7

0x1dcbb7863137b0928ac30d9e834ffe166c0772a0,37.535452190399376,13935.0,473

0xd73b83234892cb75f0aa652633026045a104d256,0.7001253055548251,20.0,21

0xed2f04fbd67b03cfaa70fef5e37b6607d5fa0676,5.4874568198533265,19260.0,108

0xcaac466e995c0e045c823e0ed51dd2044b22bc8c,0.07378338000000001,0,7

0xc6aa9a8f6033885c21f83e5309c1907e1d5f6025,5.98270205742264,2367.0,561

0x466f8fe17ddbb92846489a1684b0c6fcf1bab99b,14.365386808662745,2847.0,253

0x393b788f2aa452a94a9b9820e3c9feaa6b21eec7,0.03159469,0,4

0xd0cddee609683a9446ca5a36b97fa85b4889c94a,8.304989909028112,6859.0,123

0x53b015573630d248a32b11b21e5443efb92d9cfb,37.96074815224695,21393.0,1563

0x6d132b79c37b087fe3bebaab1fcd1ef6aaadd6d1,0.06278964,32.0,25

0x71ec82b309001c751ddca8f320ff62164ce9c72e,0.052520792337392,67.0,27

0x6a43e3d826f0d99a5267dfdbe7070a5ac635942a,21.517461028677843,313021.0,737

0x26b5d66b3bfbf9efb1e7f89276eab84601d528d2,13.64844130940811,14266.0,117

0x24b0955b90b2d5a5daffab37b82ae1192d2e25a0,0.00105,0,1

0x11b1785d9ac81480c03210e89f1508c8c115888e,313.96733313469065,411667.0,7508

0x05cca6ff180c7f8039060424dd6ee51db7619b75,16.219950312362418,2343.0,111

0x899d6fb8756e161e29f88c72898767ee0d16388b,1.7370483268877743,1137.0,154

0x3bf06927c6b9a276578dbf67f6eccbb0066cdb5f,20.12994558706383,29458.0,231

0xe5f002862a223ea818850cc97239c9fa53ff4e57,2.7941750004241337,4023.0,37

0x61c6f030c32b22507de05edfc8854b2e9cb5db40,0.06615523608201462,40.0,28

0xd04bf1c800f5a7fb380de6871d0dcea421d57c64,44.618803546997185,3685.0,512

0x2594bcad3314cac904a79d2a607276910f2b3893,18.16147411602387,91678.0,705

0x978fbccb0dc565fabb6d881589bb7f2bb2292909,0.34574,0,5

0x35abf6ebd17b34c9a0a3b335c2a35ef842bf2581,2.223227553974084,2079.0,59

0x7c7a17be8b9c90d864f16efb37b8941ee4e0a652,0.384082,0.0,9

0xf5a434843d938f14823e93b540f23a55bb1dc712,7.1495005483671665,3503.0,217

0x79c64ecd628c13981d8448e845633ca140b43928,0.3884165477328836,397.0,11

0xccb0546a70540096aae0d1cacfe2f9c7a2e16c3d,18.390438338363,17353.0,246

0xba50776b97295350710059ebd68c1184ffa6aaf3,0.10614020761196816,19947.0,9

0x8c10023f7e6d180c2341ccbadb0d8b13e7f1a310,15.841576454956677,8633.0,120

0xbe0ab413037f5d135d21f3157c55790e1c47236f,0.6586251890485666,140.0,524

0x2bb09d2C9B2eaA0dfBDF5b5a4a1A93e026f2058A,1.2322697974836174,0.0,87

0xcdae337877ada30cfef47995788c4496839e333f,5.233517024139152,1703.0,127

0xfb53eb4acf6860609e3c7c79438c04ae68be9c3c,3.665694827245998,6282.0,82

0x680e5dba04b0be37b0a7d90fe8c01659b8487eac,0.7186735608921495,0,15

0x7Dc086eCE04402f370A4A8a99556032C1FCE9A03,0.01234416,147.0,38

0x0f36678989c78fc10a6cfc1da35aeb418199c699,2280.7615742460175,161372.0,898

0xa734a2de4578b49749ff1d17f23d37a31c9c9955,2.0715408817278997,16077.0,128

0x80c27bc18ff8b13489b697fb1e66fc39b7237fcc,787.7833647067305,110871.0,1489

0x793014b7852233312f061f23729ee7542371288f,9500.67365586308,634539.0,5239

0x66b6965c3e3871f4f8a30231dfae17b31f1b805f,0.35921748716775603,0,7

0x44865e00b10a468be3e5572717f016d221dc4a23,1.1051942479944712,141.0,73

0x4ca07775cD65dF21a64351f334cEf35Cc428058D,0.3314488269631011,2068.0,32

0x5ca277bd9c006651f953665d6bd01ac269eadf41,0.0935707007283599,0.0,5

0x30aee7a692427143ba7e65efb7db35d360a0ac51,860.0710116095852,974735.0,3598

0x1b47efd5f4a2389a32d6e9cfae089e8d3f9acdc8,1.4174474968778608,0,18

0xc8aa3e53f249427fd23cc737a0dab4069c89f6e3,24.182083834899736,23514.0,199

0xd2955bdc91e55d8113729704f6ecfec2811f7a97,1.5052540924407392,0,19

0xad064847fb58eaad1e3115e95bac2676e43ca6e0,452.6797087784938,176910.0,939

0xea75a639a17e0de21d1907e7cceb6f3afaadd03d,2.5204099999999996,8731.0,80

0x35e8171bb85a471c8e6b379c19515006dabff236,3.0779211811711487,14014.0,196

0x9b8d270add9f456a5fb2db7f306df7f860a56e45,0.03399,0,3

0xd4fad466135253832dccf3218bec73e7b9cecc9e,0.719803566927441,0.0,16

0x016937d01548a3eb188e92eee46487978036d63a,3.000538524100099,80.0,81

0x47417c04607445401d54b68e644ef76c67dbf0c1,8.785396707186829,295.0,793

0x439356147a7105cf55842e1af7d36e4a4755985a,1.0743122439521342,0,18

0x6ddc7aff1c06505fc8aaa43b737b5fdf41911dc6,0.18414024999307826,33.0,35

0xfba924f1c2644085f4bec6e29b72dcfdcde5f36b,1.1396062116628067,0,7

0xf2796f5d77b5ace1fa87ce8435de6bbc4ed4bab2,24.547730120390565,2343.0,117

0xdc75cdf9377088e64e56d16aedba5c756b61b744,0.7267831858945029,0.0,15

0x6e735ee8d652a8938f1dbb3a4dc71f3079244313,1.1674030149038257,0,7

0x2c521dcaaab6b753dc1c0919e2eb579c6ec0a2ad,0.7514121391968033,0,20

0xaef3655d134e37c2700bade0478ae68d5ad1da5c,1.1668692674396441,0,7

0x4ec26e6f15234d101827c2c0feae390f6ccccba7,12.751089245539644,0,21

0x1b3d4621e46ae55a28a16e410a2ab6b96c1c2d5b,0.22360573471596473,159.0,51

0x4c610d58837fcca144388dc580e313d85d8426b3,1.1751452183442914,0,7

0x3676890f657fdff136a570dc805b509bc8c4de49,1.1297399999999997,3.0,30

0x300a1f8dea3e6cfbb156c4d659d85d46eddaf040,1.1726692141594497,0,8

0x9929bdaf14d7886ea4943b0e1435098c8114d539,0.7190902920908948,0,15

0xf0f357ab0e744f485ba0f9c7c774c867c0012558,1.6944299661847904,0,9

0xffdbb0182d0888e076d404af74c84966906de1b0,0.40346293642645614,112.0,149

0xc017f54957fd1f9a1510b8133afbf57c8dfadf1e,0.22552290418625026,62.0,78

0xd60b8d278a98e068eaf3508e95cf1b0089961288,4.527478172424242,3545.0,254

0x306216825c42ae6ec54e106aaed95cdbe6f05f6f,9.563937330723624,1109.0,790

0x14ebcccdb11f4a16d98dd52b654592ae905dfbac,19.027319168030157,28.0,40

0xef113e5c61736391f61806a5d0e82e35d6654135,5.4259367469526385,5610.0,38

0x8b60026dabe52c4a97a58996d34e9db58a639185,30.40621482541182,594.0,778

0x8588aeb927411464739325ab99dab06da0aa80c0,29.82030265436237,153154.0,458

0xee04888020cd2be3b5dd08997a92af17db26ec6b,0.7457840645597966,15.0,31

0x6046d95d321d11ee5f945b3c6363c6a21e48ef08,288.2309034904554,309.0,135

0x6fcec5d08f585fba9e08d188031b5b97730908c3,25.38982430239123,11039.0,130

0xf498d3814976b2035ec805847b3af701099f6b7b,0.8904189222764238,1.0,46

0xdf816227267608ef820e87049169f7580da6c03f,0.3767817102060078,222.0,28

0x3c3d6a10a00e1fb85c4cb4de8b046697ee47d172,0.02104,32.0,18

0x5402febf8d7dcb22403b561904de4437fe3de36c,0.09563881517229911,0.0,46

0xe5d3a0edbb56c5be4d1aa3678546e1fa925f8b55,16.368068055289836,5971.0,937

0xe07a5f3910967c203856dac60a094a39b2c90387,0.6241184221457646,98.0,75

0x0cea2e0ca4effd0f629fac310d55914f579ff8a0,0.39964010130700983,66.0,43

0xb20bbfab90d12988c9d37f58ba261dfd0b518a3d,0.10020949412858424,0.0,20

0xc3b8056ee174753e8c983cdba38e056bda063609,3.0768865571676227,0,10

0xaa0b840cf1d066c92b373393af8e0ffc36b7b0e8,6.7167281813140045,10813.0,100

0xb43f8f3c1b2e4ccfd9535a0501dd857bac7b7c21,5.8265802173986145,590.0,207

0x410932da4879899f9c2d2e32b57f2d1130406404,0.039760000000000004,55.0,23

0x4af6e24964ca65dc754cb7e18ba4ef3dc4d6623c,0.018325929999999997,36.0,26

0x88745f69d14f9edbc682309d306180fd6b3a2ff1,1529.3630451854115,1088327.0,1192

0x9b687a33d98397497f85d290b4608b731880b2e8,0.0685579185165399,0,5

0x3f61cff7f82eba00ddc70181e9207256823aadec,0.41708,88.0,28

0xb6ca7a7c6034a8219af7ddb49739bd70ac62b20a,6.728725670059354,11904.0,109

0x920364329160d6b179ab1a3949b1e874106f36c0,0.16584567656880797,16.0,12

0xafdcc6e5fa58d76f6e43c819dc3b90e59744c13c,0.7256667344481345,292.0,71

0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,103.77889560514102,116297.0,780

0x0a12fd439b5dd1298bdc67b6b70a35034007e224,0.0790646204749084,0,10

0x511fa6c9d447c09de6a043ab6326f9723514702e,0.4794024572203497,148.0,49

0x9b9a73d3f053af116d711b1512df924e2f755dc0,0.0040625,0,1

0xa196baddbf410a549db37fe4847073f2ee94bd2a,3.1596767378352877,0.0,19

0x81de60031d48a59dcd17f85d3b4d33a639db68f1,6.491813354152351,6213.0,152

0xcdbfdbf1e71aa0f7b98441c5844f707c88c0d407,0.003188,0,1

0x035dc03524a158e266498d876a7258745dcab878,11.217845150087957,3966.0,330

0xf3edda205799decb1651b22610350fb0c747f457,334.1514691617054,593821.0,345

0x4a4c8d62c900e8984499b9fe37aa2edf15c4b753,0.003196,0,1

0xbaa4c1a4d37c4f106ea29ba10692e0b6bfb84b1b,0.3280662450292944,0.0,5

0xb4f1b78a4012bc06cc9396c4482a158ec77c95e2,1.1391402838008822,0,4

0x808686b80b40ed29f1a7d776764678041246a50d,0.8482295352291703,80.0,63

0x1cbfb45e336f85f6c150fa1aa8af7050442160e4,0.4136985902828334,384.0,49

0x2ed88964f096c4311e6f47164821ade7d3b1c7a4,5.331051530300866,59991.0,365

0xa2cf22a54bbcaa2b06bfc841da1790435949e6de,7.211080574144086,16426.0,144

0xcc9d65d8b977ff1a1606dece46aeaca88baff54e,0.1069367986342832,0.0,23

0x360a55aab79c1c3d8ba5f67346ea8492ccaa18d9,3.289990255455672,0.0,38

0xd017f30b48e91ef7299af7f50d41ef8c87eac1ba,10.645918186106767,1079.0,158

0xbf290cc60b27e48206e352545ec37cf7e1e3b37d,0.0281271,0,2

0x54f2700371c3c3c56b7de26fe9babfd90d526f84,0.987487632804021,2475.0,168

0x423db40eecbf8269675e3dc828f5590874aee775,0.6236495000000001,0,4

0xc6571c2fb66825f13b7751b1c334810d397618eb,44.37225525663059,157890.0,688

0xe0d817c734b963231a827614558d98b75f67af02,1.5085348530387495,0.0,138

0x5216c9cb4d0d8d93b5c03cf148223c8b1b8a09e7,0.5953857,0,3

0x416601c7cdfc7a1f6387a747a19d8af89f8a5eba,0.03641806457675545,25.0,41

0x53da4d28bb3cd0fa56d6ddb746c8fa2d152ad6ae,2.7369301444669167,169878.0,173

0x36e2001a722b374f2de2ca5700a8ee9f95678ab4,1.2110687266774192,0,5

0x3ac6f8a6c636a35bb674ea646e1822d22e3c3a71,0.012782386821121877,25.0,33

0xc32a50852504a729e4fa01d16242c7c0fc742515,0.08665477412952485,0,4

0xad1a6d471dc48d3ea8df3381a94b4c152f9adb8b,0.03280152299598607,25.0,31

0x64b4e6ecaf3d9a0458bfd8cb476a9c2b946b8f5c,1.8060499499999998,0,6

0x084ccc1e5bf50b985243a0f1c6cb533a379424eb,0.1072921182030834,85.0,69

0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,7.724784469850536,23753.0,458

0xe1d127c000c2aa6f24fbccac9c0e666c21632c63,0.0555418085694076,25.0,35

0xb8dcad93d45c17f170274ec21f81ec1cbe09df15,0.46073418902717933,30.0,76

0x20d801dbee0505f9a77cff40f5fed6ff0f0ee9d6,12.866756113953103,1926.0,294

0x6b2a48a73db052185ad25b488fe5445ade91bde6,0.08893668356777229,0,5

0x99ff98f187a9af05aadbd881e38ce9f75c1660ee,0.02613021365234494,42.0,24

0xa468a2411333a9341484b606bd45b8a31fe3a9aa,0.11307367521555262,63.0,76

